Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
3280,0.782,0.188,112.083,0.0487,0.229,0.0,4,0.727,1,151627,0.5480876295,0.82,0,audio_features,2OEr2lzItRFTQvtzXT0wOm,Happy,Thinkin Bout You,Jonasu,Thinkin Bout You
3281,0.447,0.119,117.967,0.034,0.722,0.466,4,0.745,4,147966,0.3512772304,0.184,1,audio_features,7xOUwZR2KLFkVU8Ukils74,Happy,It's Alright,Motel 7,It's Alright
3282,0.764,0.282,103.664,0.0446,0.0159,2.81e-06,4,0.522,5,193846,0.427809082,0.716,0,audio_features,64m1kkM9KuRTZ5tLuTp7tU,Happy,Never Knew,Mass Anthem,Never Knew
3283,0.728,0.271,100.009,0.0457,0.198,0.0,4,0.73,9,167627,0.5361669006,0.775,1,audio_features,4w7aLWzTe5FmvHSbuunVsl,Happy,Somebody I'm Not,Martin Jensen,Somebody I'm Not
3284,0.719,0.0668,101.091,0.0612,0.048,0.0,4,0.625,4,202072,0.5283844158,0.326,1,audio_features,5l8AUgBTWuOECwVgYtaUyE,Happy,Endless Summer,Cashae,Endless Summer
3285,0.683,0.137,96.133,0.117,0.0372,0.0,4,0.697,1,186987,0.7177116569,0.603,0,audio_features,4Pbg79cTBu4vgSphoyNq3j,Happy,2002,Anne-Marie,2002
3286,0.814,0.0673,119.964,0.0404,0.156,0.0,4,0.749,5,157010,0.6479626904,0.715,0,audio_features,1oLSje4Ot5qRUq8FqYeXOl,Happy,Don't Feel Like Crying,Sigrid,Don’t Feel Like Crying
3287,0.705,0.131,121.799,0.079,0.381,0.000116,4,0.591,9,215316,0.4721173927,0.27,0,audio_features,3y3brCCecHC3Db18aIOnny,Happy,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")"
3288,0.687,0.0885,141.84,0.0448,0.0108,1.84e-06,4,0.525,11,206293,0.353630732,0.307,1,audio_features,0IZoBFaTUG79KBfKlv8zmG,Happy,Hotel Walls,Smith & Thell,Hotel Walls
3289,0.851,0.12,100.063,0.0409,0.0228,0.0,4,0.623,7,193924,0.6989562618,0.4,1,audio_features,083Qf6hn6sFL6xiOHlZUyn,Happy,I'll Be There,Jess Glynne,I'll Be There
3290,0.817,0.346,114.01,0.192,0.128,0.0,4,0.732,5,180937,0.5135704178,0.621,1,audio_features,6sVA6iAl2ykqzQtR4uMWcY,Happy,I'm With You,Nause,I'm With You
3291,0.802,0.059,121.991,0.0623,0.022,0.0,4,0.731,5,179016,0.5778964146,0.434,1,audio_features,0jlpHhGUFn4aAWLsRRnwep,Happy,Magnets (feat. Sophie Simmons),Sam Feldt,Magnets (feat. Sophie Simmons)
3292,0.585,0.17,144.065,0.261,0.318,1.81e-05,4,0.821,6,169289,0.4833926025,0.686,1,audio_features,6RMMUeYPFoOSL7lMTnMURk,Happy,Ooh La La,Josie Dunne,Ooh La La
3293,0.642,0.0876,88.739,0.208,0.104,0.0,4,0.517,5,208362,0.5680675741,0.583,1,audio_features,6jlN2JVlMlaKdWo7EyHpOS,Happy,Lights On,Kelvin Jones,Lights On
3294,0.732,0.0948,114.901,0.0716,0.193,0.0,4,0.565,8,182609,0.6057591739,0.265,1,audio_features,7dLOOzJGQnsgqFcflWiEcZ,Happy,Only You,Hogland,Only You
3295,0.674,0.0639,95.972,0.0723,0.185,0.0,4,0.693,5,160998,0.5991699166,0.378,1,audio_features,1lGVyEkGHUz7Pg78QGaS4a,Happy,Wanted,NOTD,Wanted
3296,0.904,0.264,138.091,0.0507,0.331,0.0,4,0.598,4,198075,0.7679801589,0.503,1,audio_features,3gicyfiEVMGONgzygpWjNT,Happy,Grip,Seeb,Grip
3297,0.554,0.0803,98.045,0.0341,0.329,2.56e-05,4,0.648,9,171786,0.4464265344,0.372,1,audio_features,6EBlOYNcZ8MrdEov9lEdV6,Happy,TIM,Avicii,Hold The Line (feat. A R I Z O N A)
3298,0.817,0.0905,77.053,0.052,0.134,0.0,4,0.529,9,225587,0.627335696,0.299,0,audio_features,4GV5sSkmlS3BQutuSIqZkV,Happy,Medicine,Robinson,Medicine
3299,0.723,0.0777,91.969,0.0246,0.317,0.0,4,0.663,9,202174,0.5601444019,0.599,1,audio_features,73kz81vSBTPcERJlvhsYKp,Happy,Summertime,Becca VanDerbeck,Summertime
3300,0.603,0.125,98.011,0.0379,0.106,0.0,4,0.796,4,196118,0.554753435,0.57,0,audio_features,34awK00Tgp6KW6jgxiY5mR,Happy,Closer To You (feat. Sinéad Harnett),Dan Caplen,Closer To You (feat. Sinéad Harnett)
3301,0.783,0.187,127.92,0.0318,0.000927,1.12e-06,4,0.589,1,216000,0.4972216152,0.622,1,audio_features,6LS5QB8GW8raREqEEQPEMs,Happy,Forgive Me Friend,Smith & Thell,Forgive Me Friend
3302,0.703,0.136,93.987,0.0472,0.00486,9.83e-06,4,0.617,8,177947,0.5054753714,0.222,1,audio_features,3205YaV6srWWF1WmebkLdA,Happy,Love You Like That,Dagny,Love You Like That
3303,0.498,0.319,98.016,0.0456,0.0169,0.00282,4,0.74,11,207039,0.4632335437,0.652,0,audio_features,7LzouaWGFCy4tkXDOOnEyM,Happy,Liar,Camila Cabello,Liar
3304,0.719,0.0639,99.962,0.19,0.0352,0.0,4,0.745,11,191255,0.6101688043,0.611,1,audio_features,5Ef2noaxqTAfa5gLVw05OJ,Happy,You Come First (feat. Saweetie),Zak Abel,You Come First (feat. Saweetie)
3305,0.835,0.107,102.023,0.139,0.167,0.0,4,0.611,6,179457,0.6232323671,0.672,1,audio_features,6Ezd7nKzmAdiYp2H8MclsL,Happy,All The Lies,Alok,All The Lies
3306,0.671,0.276,128.02,0.0343,0.00642,0.0,4,0.813,11,198156,0.4549880602,0.62,1,audio_features,3dY2OHsFFN0oWYgJbrxsxl,Happy,Totally (feat. Jon Eyden),Madden,Totally (feat. Jon Eyden)
3307,0.635,0.336,116.055,0.0364,0.018,0.0,4,0.713,8,197155,0.5455693956,0.803,1,audio_features,4KMiZnTut79zX0tvh3xHjW,Happy,Good Times!,In Paradise,Good Times!
3308,0.656,0.268,102.062,0.112,0.0991,0.0,4,0.669,0,201173,0.4415704474,0.592,1,audio_features,3WKBNbYx32xlJQ0puFCnAJ,Happy,Too Good To Be True,Rhys,Too Good To Be True
3309,0.674,0.065,132.006,0.0335,0.533,0.00159,4,0.782,6,188440,0.5672833016,0.876,0,audio_features,6iM9PebIqd6fiUlcxm4Fkp,Happy,Costa Rica,Benjamin Ingrosso,Costa Rica
3310,0.505,0.104,91.97,0.253,0.535,2.55e-06,4,0.752,9,197437,0.4158627298,0.419,1,audio_features,1wjzFQodRWrPcQ0AnYnvQ9,Happy,I Like Me Better,Lauv,I Like Me Better
3311,0.706,0.124,115.268,0.0459,0.091,0.0,4,0.687,4,127826,0.5396969951,0.27,1,audio_features,46W9iEjOg5nkMvb6lo4Jwz,Happy,Don’t Give Up On Me Now (with Julie Bergan),R3HAB,Don’t Give Up On Me Now (with Julie Bergan)
3312,0.444,0.329,137.167,0.0394,0.284,0.0,3,0.397,0,245253,0.4791814529,0.277,1,audio_features,2HgR9G12lJdyFx0dab3Ph5,Happy,Tiny Love,MIKA,Tiny Love
3313,0.535,0.162,71.912,0.107,0.648,4.7e-06,4,0.6,4,225133,0.4444777238,0.269,1,audio_features,0CZ8lquoTX2Dkg7Ak2inwA,Happy,1950,King Princess,1950
3314,0.571,0.0812,130.983,0.0526,0.072,0.00776,4,0.796,1,183292,0.441621288,0.396,0,audio_features,6oA7NzN7FgmXv7l7Y638HL,Happy,No More,Olivera,No More
3315,0.651,0.0662,105.159,0.0432,0.0651,0.0,4,0.539,1,199227,0.5430002131,0.474,1,audio_features,15kQGEy89K8deJcZVFEn0N,Happy,Sick Boy...This Feeling,The Chainsmokers,This Feeling (feat. Kelsea Ballerini)
3316,0.843,0.115,109.974,0.0596,0.0542,0.0,4,0.616,0,207974,0.5494776093,0.335,0,audio_features,6S4rxhzx2kL8DHUGkVp1RK,Happy,All For You,The Waked,All For You
3317,0.748,0.0581,120.031,0.0364,0.0667,0.0,4,0.716,10,142019,0.585059452,0.47,1,audio_features,0auKqMQXBTQ80h034wcsOA,Happy,Changes,Mike Perry,Changes
3318,0.835,0.073,128.052,0.0623,0.131,0.0,4,0.693,6,180283,0.6884937465,0.743,1,audio_features,7vgv8KZBSo0TPzyIWG9yzV,Happy,Salt,Ava Max,Salt
3319,0.707,0.374,157.845,0.0461,0.305,2.11e-06,1,0.532,11,177263,0.4319664328,0.602,1,audio_features,4YkQnt0L3Zz8brw3Z9WElf,Happy,Home Alone,Walk Off the Earth,Home Alone
3320,0.667,0.157,119.966,0.0719,0.0694,0.0,4,0.753,0,194125,0.4491071818,0.657,0,audio_features,52yi5e2cmnY2YbdPtY0uXi,Happy,if i ain't got u,Möwe,if i ain't got u
3321,0.606,0.128,101.003,0.0313,0.548,0.0,4,0.755,2,187712,0.4767053215,0.617,0,audio_features,5LVCtUQQOr1JmwdUufLaw7,Happy,Teenage Minds,Jubël,Teenage Minds
3322,0.691,0.0839,96.003,0.0721,0.000617,0.843,4,0.763,8,99000,0.3537528928,0.887,1,audio_features,4167XMzwV6zyr3TAACfBl3,Nervous,Destroy And Rebuild,Evia Lancon,Destroy And Rebuild
3323,0.237,0.11,79.107,0.064,0.0433,0.883,4,0.7,2,93679,0.2425772118,0.34,1,audio_features,7eYJkVFdmpycEOqNEMXX7p,Nervous,Boredom,Jeannette Fellows,Boredom
3324,0.0126,0.11,79.778,0.036,0.925,0.935,4,0.117,0,101238,0.01640212057,0.0338,1,audio_features,0hinBjUEGqzsy6yeE8CNTa,Nervous,Soul Searching Score,Payton Acosta,Soul Searching Score
3325,0.414,0.0988,83.427,0.0355,0.168,0.908,4,0.241,0,121000,0.3207746206,0.108,1,audio_features,00SbO3mGCb78p0Wi7N62P9,Nervous,For The Money,Manuel Calderón,For The Money
3326,0.795,0.114,92.621,0.0412,0.64,0.902,4,0.608,10,99972,0.3152825976,0.665,1,audio_features,10plRvIkYtlTQIyihkUlds,Nervous,Bus Scene,MC Bulletless,Bus Scene
3327,0.448,0.11,120.013,0.0542,0.0137,0.899,4,0.958,2,136000,0.1948273844,0.941,1,audio_features,3rVLA98fOxrBspnrNxIchv,Nervous,Cali Stinky Funk,Deja Gizzi,Cali Stinky Funk
3328,0.534,0.0959,142.003,0.102,0.675,0.912,3,0.77,0,127124,0.2517966803,0.974,1,audio_features,6da1MetlUOz5kaC1RJW4r3,Nervous,For It All,Glenna Pitts,For It All
3329,0.683,0.0946,100.018,0.0573,0.00748,0.799,4,0.775,1,149259,0.3490197475,0.298,1,audio_features,4TY7FtUfW1mcX6WAHI5qey,Nervous,The Motel,Pablo Ward,The Motel
3330,0.333,0.0741,94.633,0.0412,0.000129,0.596,4,0.869,7,149807,0.2490290432,0.889,1,audio_features,1g0UBNnZIInaqUp65fLOS6,Nervous,Tropical Summer,Xochitl Rexroad,Tropical Summer
3331,0.157,0.078,130.019,0.0337,0.899,0.167,4,0.487,9,104365,0.1195225912,0.0348,0,audio_features,0Pr5KIwbEcZnRX5q2G7BTT,Nervous,Dream Sequence,Alejandro Best,Dream Sequence
3332,0.458,0.0818,93.031,0.118,0.216,0.811,4,0.767,10,129882,0.2767578831,0.654,0,audio_features,2dsoCPhrKDr1rxvFob9Skz,Nervous,Detective Tension,Hubert Meaux,Detective Tension
3333,0.0161,0.119,72.579,0.0421,0.972,0.968,3,0.115,0,124296,0.03849461673,0.0487,1,audio_features,06oNIsFZ4fIsfKvFiT8BT0,Nervous,Prom Night Alone,Attackland,Prom Night Alone
3334,0.224,0.107,130.108,0.237,0.0211,0.879,4,0.887,0,123529,0.270053618,0.0385,0,audio_features,1f7A0oKFmPe5l2UhIpO524,Nervous,Release The Psycho,Rowan Mclaughlin,Release The Psycho
3335,0.871,0.0719,98.992,0.0328,0.0857,0.8,4,0.77,0,120068,0.4782445174,0.963,1,audio_features,3LkFwRPlTH6mHTyJIN0qqC,Nervous,Blue 2,Alina Scott,Blue 2
3336,0.822,0.0309,119.965,0.0474,0.0945,0.808,4,0.765,5,155500,0.4887086208,0.923,0,audio_features,08SsorkOptsA24sYt2lRHW,Nervous,City High,Julissa Arias,City High
3337,0.538,0.22,183.868,0.0894,0.314,0.88,3,0.745,4,123636,0.4094491746,0.673,1,audio_features,2GtgbiOizmeBy3WSPgwhQU,Nervous,Broken,Trent Guerra,Broken
3338,0.953,0.128,123.959,0.0732,0.222,0.888,4,0.831,6,133091,0.4309233228,0.962,1,audio_features,0sQKCgE0zltvrM7zyxqAeK,Nervous,Nebula Face,Kinley Leblanc,Nebula Face
3339,0.0224,0.0968,92.902,0.0478,0.194,0.454,3,0.107,8,124000,0.07199461274,0.0393,1,audio_features,1Tw7KJ1XyQmTkKGIuGkROf,Nervous,Drone Tracks,Amari Solis,Drone Tracks
3340,0.723,0.185,137.722,0.0324,0.0212,0.597,4,0.377,5,141600,0.2342340351,0.491,0,audio_features,66b7d2sVZstsJx7RMVqxX8,Nervous,Sepia Connections,Deja Gizzi,Sepia Connections
3341,0.513,0.11,105.988,0.0444,0.828,0.59,3,0.666,5,123396,0.153815464,0.411,0,audio_features,34LMYAOts45aLu2uztdbxw,Nervous,True Beauty,Ape Cape,True Beauty
3342,0.142,0.144,98.963,0.0557,0.0252,0.857,4,0.842,11,257018,0.1073865772,0.438,0,audio_features,7Bs4Fr95TWrcCHmSVvtI8G,Nervous,Go Harder,Amirah Kirby,Go Harder
3343,0.835,0.263,130.95,0.0291,8.15e-05,0.92,4,0.713,11,135649,0.413761426,0.923,0,audio_features,4fIY8Q4Kpboo1VHSuUHPKV,Nervous,Lifted,Lewis Rosales,Lifted
3344,0.921,0.101,118.069,0.0373,0.000128,0.766,4,0.59,7,132092,0.3897175826,0.969,1,audio_features,50oLd0iLLvfuqozyI58lrT,Nervous,Somewhere Over Yellow,Vannessa Hewlett,Somewhere Over Yellow
3345,0.0069,0.111,148.347,0.0396,0.948,0.927,3,0.163,8,103563,0.02959715726,0.0378,1,audio_features,3M3LuwEpTtVhhvMvZ13sqL,Nervous,Hope To Despair,Trevor Hayden,Hope To Despair
3346,0.378,0.134,173.909,0.187,0.000143,0.873,4,0.64,2,183807,0.2440338098,0.211,1,audio_features,3ET2YOXK99g7s9kfR1gGWb,Nervous,Closer,Rhys Nguyen,Closer
3347,0.953,0.0384,155.035,0.0401,0.107,0.933,4,0.596,11,105231,0.466229769,0.979,0,audio_features,33lcNQ6YFMHKObaIovABIZ,Nervous,Streaker,Beau Lesperance,Streaker
3348,0.726,0.199,124.072,0.0318,0.00294,0.117,4,0.702,11,118182,0.4377236379,0.73,0,audio_features,5pA6KBRzpfBIcgFTJRtUI4,Nervous,Roxy,Ace Blackburn,Roxy
3349,0.95,0.162,95.037,0.0485,1.2e-05,0.892,4,0.485,1,122526,0.3378702864,0.432,1,audio_features,0IdCtn5ywsA5u2gsDyYzLL,Nervous,Street Sleeper,Maximo Dyer,Street Sleeper
3350,0.958,0.442,134.981,0.0431,0.00051,0.0303,4,0.546,5,147111,0.4223767459,0.876,0,audio_features,6Y6E7Ys1q1h3aSr1pXfFza,Nervous,Video Game Fight Music,Jenette Underhill,Video Game Fight Music
3351,0.0908,0.126,62.293,0.0387,0.96,0.899,4,0.207,10,133000,0.1265756015,0.0704,1,audio_features,666R681YMygTRKZSYxy15D,Nervous,Prison For Weed,Riya Chan,Prison For Weed
3352,0.395,0.0758,84.93,0.0294,0.115,0.902,4,0.524,9,109315,0.3033541915,0.889,1,audio_features,4w8mLgcmyOZ52EjgAy7vhC,Nervous,Drunk,Clayton Orr,Drunk
3353,0.366,0.124,176.098,0.172,0.004,0.899,4,0.49,0,127333,0.2940695114,0.465,1,audio_features,6MJHWeiqFqjdmBt5dq9pXh,Nervous,Bottom Mover Theme,Cherie Garrison,Bottom Mover Theme
3354,0.701,0.128,120.018,0.0322,0.431,0.895,4,0.687,7,119111,0.3415466264,0.789,1,audio_features,0GaCeFg6kmpWQaQoYQvybm,Nervous,Strategic Salsa,Tandra Baxendale,Strategic Salsa
3355,0.118,0.0999,96.018,0.0678,0.00704,0.873,4,0.652,10,139429,0.1036692604,0.0996,1,audio_features,4JkucQycDhcZifkAFiItNE,Nervous,Alias Dream,Urijah Haley,Alias Dream
3356,0.0449,0.129,199.973,0.0451,0.992,0.501,4,0.497,9,96135,0.06478135087,0.44,0,audio_features,2qzCdZEpDQalzNxX1yqL2D,Nervous,Newport Winter 2,Sage Mcknight,Newport Winter 2
3357,0.0663,0.093,200.114,0.0589,0.953,0.919,4,0.394,7,208983,0.1225603521,0.0703,1,audio_features,47bLbyd4srADaNfBzuxa3g,Nervous,Gotta Get Away 2,Joseph Bowen,Gotta Get Away 2
3358,0.633,0.0822,121.013,0.232,0.000502,0.917,4,0.807,7,126000,0.2016508235,0.539,1,audio_features,5exT0vjxIOhhzvLrCHFHHH,Nervous,Brick Beat,Yadiel Mercado,Brick Beat
3359,0.176,0.0868,122.995,0.0467,0.93,0.862,3,0.65,10,98133,0.07547445749,0.0399,0,audio_features,6q7hyMTnlfkgQMU2aPUEBz,Nervous,On The Run,Amber Price,On The Run
3360,0.267,0.104,120.03,0.0944,0.764,0.917,3,0.848,8,120786,0.1864446818,0.65,1,audio_features,2eeozuJM7GH5jgGJ7VdUVv,Nervous,Epiphany,Bert Legree,Epiphany
3361,0.666,0.102,120.013,0.09,0.337,0.971,4,0.793,11,135294,0.1867024427,0.954,1,audio_features,4iSLH2b07ZaN6WnldzdTWt,Nervous,Hand Of Fire,April Putman,Hand Of Fire
3362,0.392,0.104,119.997,0.0866,0.912,0.971,4,0.806,9,132500,0.1564407899,0.895,0,audio_features,6DqdeQI1DL2kT6nt402H5U,Nervous,Shadows Hang,Elaina Holden,Shadows Hang
3363,0.757,0.24,110.037,0.0557,0.000578,0.805,4,0.777,4,135273,0.3273030106,0.65,0,audio_features,6maaFCjBWCOE2M9FbyMPr1,Nervous,The City Where Jerry Is,Kathlene Little,The City Where Jerry Is
3364,0.742,0.0583,101.031,0.0429,4e-06,0.913,4,0.67,10,145000,0.1678417504,0.791,0,audio_features,41MzABd6EGo8EYhw3x7zpD,Nervous,Love It Or Leave It,Alani Hurley,Love It Or Leave It
3365,0.0992,0.101,87.978,0.0372,0.858,0.935,4,0.717,4,122565,0.09242724327,0.313,0,audio_features,5zUk0c847a0LFSEOz4VJFA,Nervous,Sunset Love,Lainey Stokes,Sunset Love
3366,0.114,0.0875,67.945,0.044,0.554,0.977,3,0.176,7,90963,0.04730967885,0.0374,0,audio_features,0czQcjVUFYb7AXhxpTMeHn,Nervous,Impossible,Monastery Beats,Impossible
3367,0.869,0.323,150.136,0.0366,0.00215,0.814,4,0.736,10,133333,0.4441707955,0.829,1,audio_features,0CWnRDz0mxYhAd4E2ssgtP,Nervous,Seven In Eleven,Erica Vang,Seven In Eleven
3368,0.352,0.0821,104.091,0.0557,0.597,0.846,3,0.419,11,159381,0.2796404549,0.0665,0,audio_features,5Ye8OUJzPTNeJ5gWwWfUdA,Nervous,Freefall,Cocoa Mittens,Freefall
3369,0.535,0.38,123.921,0.0303,0.898,0.891,4,0.823,0,120000,0.3639988403,0.463,1,audio_features,6MGw6h48OleRD0cgIc3e61,Nervous,Stealth Robbery,Jocelyn McNeil,Stealth Robbery
3370,0.585,0.217,137.919,0.0348,0.485,0.888,4,0.488,1,92093,0.2506397796,0.843,1,audio_features,5NuGNxis24dOq3yUKfvkRv,Nervous,Charades,Adela Sheroan,Charades
3371,0.117,0.104,139.651,0.0696,0.99,0.803,5,0.194,9,135500,0.04100152405,0.215,0,audio_features,6fH8fxDE3xZ36mSZLOeriJ,Nervous,Summer,Ernesto Dean,Summer
3372,0.59,0.0972,99.42,0.0526,0.127,0.747,4,0.773,0,139765,0.2383142435,0.711,1,audio_features,7aQLoBXxsfj1QW7l2wGm3a,Nervous,Form,Scotty Becerra,Form
3373,0.275,0.124,161.991,0.0692,0.907,0.851,3,0.615,5,89815,0.06224435916,0.719,0,audio_features,14JtWuoCt1JnztTsSx5xC8,Nervous,Alien Artifact,Caitlin Cherry,Alien Artifact
3374,0.906,0.142,101.016,0.055,0.0246,0.835,4,0.699,1,115842,0.4397947088,0.329,1,audio_features,0riDFyft3vE40EZTg0YWtU,Nervous,Vacation Everyday,Beau Bonilla,Vacation Everyday
3375,0.401,0.0923,183.054,0.15,0.263,0.883,3,0.657,11,144550,0.154045849,0.763,1,audio_features,3yOus2dzcShllJW3fq1WTu,Nervous,Smooth Move,Madalynn Church,Smooth Move
3376,0.293,0.11,103.999,0.13,0.0805,0.91,4,0.868,2,116139,0.2410182895,0.974,1,audio_features,1FiuGIeG82ZijCywUGSVKw,Nervous,Nature's Funk,Loan Mohr,Nature's Funk
3377,0.392,0.0983,149.954,0.0676,0.973,0.852,4,0.804,1,147228,0.2603154831,0.334,1,audio_features,3MnMD3udcjRgRWLtKEYX0i,Nervous,Horror Mountain,Laila English,Horror Mountain
3378,0.32,0.137,130.13,0.0489,0.000328,0.764,4,0.75,1,93000,0.370638048,0.857,1,audio_features,47GPTKMNuV6rsjtIb0220f,Nervous,Devil's Rising,Brittany Rodriguez,Devil's Rising
3379,0.181,0.104,119.933,0.0736,0.963,0.959,4,0.561,1,97000,0.1171251068,0.0329,1,audio_features,0OAJaP0HI69nJPpHMPRbSu,Nervous,Return Again,Joselyn Copeland,Return Again
3380,0.147,0.111,190.077,0.414,0.0559,0.931,4,0.637,0,125789,0.1498649248,0.322,1,audio_features,3ZT9Pq4L8aSb2VJSs2rNL2,Nervous,Sniper,Jaidyn Duarte,Sniper
3381,0.821,0.102,124.907,0.0606,0.129,0.929,4,0.772,7,100213,0.2914070135,0.942,1,audio_features,1FDBXMv6YUzZYCcGlzqovz,Nervous,Aurora Of Pbass,Irma Garson,Aurora Of Pbass
3382,0.00479,0.246,77.627,0.0522,0.867,0.651,4,0.144,0,184879,0.01011230127,0.0386,1,audio_features,3we1UKdiWSfN8jDiTGX7Zk,Nervous,Drones,Tucker Flynn,Drones
3383,0.957,0.0725,123.667,0.0474,0.000376,0.361,4,0.779,10,122182,0.45940953,0.467,0,audio_features,09Ce51qoZfwPK3ctdqRTBE,Nervous,Speed Demon,Cedric Everett,Speed Demon
3384,0.983,0.0998,129.995,0.0393,0.173,0.867,4,0.714,1,151636,0.4053685019,0.744,1,audio_features,6RZ1dmzsQIGpXAB7TXcADQ,Nervous,Get Crazy,Kaliyah Sherman,Get Crazy
3385,0.587,0.351,149.96,0.0301,0.0984,0.942,4,0.557,5,108000,0.3172853355,0.421,1,audio_features,4SDPUEfOE7DXQ4PfrLXEGg,Nervous,Gettin In The Black,Mel Berrian,Gettin In The Black
3386,0.735,0.0792,119.974,0.0444,0.0317,0.934,4,0.807,10,135294,0.28408611,0.905,0,audio_features,38zcmkMyLN7DaBINfjmkoE,Nervous,Mud Funk,Averi Watson,Mud Funk
3387,0.244,0.114,111.915,0.0388,0.495,0.89,4,0.2,8,137411,0.1261972816,0.0568,1,audio_features,3KAgr3xY6pHu154XZK92Zz,Nervous,Soar,8th Street J,Soar
3388,0.101,0.129,80.01,0.0713,0.989,0.905,4,0.805,10,123437,0.08690604778,0.631,0,audio_features,2zhx8euhsCVsGqYKvQER8y,Nervous,Daddy's Gone,Matthias Lynch,Daddy's Gone
3389,0.184,0.0716,79.956,0.0441,0.0531,0.923,4,0.155,6,117436,0.1243368899,0.19,1,audio_features,3sCLSXpImXXzcFLteXargZ,Nervous,Everlasting,Abbigail Mcdonald,Everlasting
3390,0.308,0.133,119.739,0.108,0.886,0.957,4,0.811,3,120541,0.2916755329,0.926,1,audio_features,7DHH8CeZxh4Susy5aqElaG,Nervous,Funny Colors Alive,Marcie Gressett,Funny Colors Alive
3391,0.198,0.101,119.999,0.0318,0.756,0.953,4,0.445,9,93125,0.08833849581,0.168,0,audio_features,4oB2erMsxrYvg7ELVKpsnX,Nervous,Scene 5,Fifty1Fifty,Scene 5
3392,0.117,0.118,81.922,0.0414,0.901,0.155,4,0.0775,0,144654,0.02840534053,0.0775,1,audio_features,6xSe5CF5bOTR3DbtlZp43I,Nervous,Basant's Theme,Winner’s Circle,Basant's Theme
3393,0.661,0.122,103.966,0.0832,0.116,0.914,4,0.756,7,112800,0.2499769702,0.524,1,audio_features,2UdGkptHV6NTRHaoJk1VEB,Nervous,Mixed Methods,Quentin Ponds,Mixed Methods
3394,0.787,0.0776,130.077,0.0753,0.000349,0.755,4,0.758,11,126471,0.349623004,0.512,1,audio_features,3V8J8MaRkap3eeLNIpYhkg,Nervous,Dirty Denim,Reynaldo Gallegos,Dirty Denim
3395,0.779,0.107,97.034,0.164,0.623,0.801,4,0.204,2,138260,0.2584044569,0.0558,0,audio_features,6ECxtucCcXBWAFEmcDNamM,Nervous,The Hunter,Philosopher G,The Hunter
3396,0.98,0.034,132.964,0.0939,0.0025,0.95,4,0.788,1,116391,0.4695696293,0.799,1,audio_features,5HZcydnWN4G85DjSO3usRw,Nervous,Hidden Power,Theodore Puthoff,Hidden Power
3397,0.0327,0.12,186.743,0.0616,0.995,0.936,4,0.713,10,118933,0.086836038,0.725,1,audio_features,0IY7HzxucFIeHlcoxKwAw4,Nervous,New Youth,Marlin Stancil,New Youth
3398,0.396,0.152,131.997,0.0508,0.00277,0.82,4,0.63,7,274545,0.1095216555,0.0354,1,audio_features,0Z5dnS6dzgrKgZBiiN5IM2,Nervous,Pressure 2,Darius Bright,Pressure 2
3399,0.285,0.105,175.973,0.0866,0.464,0.965,4,0.682,2,103686,0.06230171474,0.0336,1,audio_features,6lJo2K5lZwNIJp2KY1b8PR,Nervous,Quiet Killer,Immanuel Hebert,Quiet Killer
3400,0.352,0.123,100.006,0.0978,0.878,0.957,4,0.787,10,126000,0.1622743955,0.567,0,audio_features,2XoZYgRi7j9fMr4iukUlqt,Nervous,Highrise,Yadira Wheeler,Highrise
3401,0.963,0.0475,169.818,0.0809,0.0312,0.907,4,0.71,7,137000,0.2079457267,0.965,1,audio_features,2xdWexx9psvRY1nlXGFAaU,Nervous,Ironic Percussion Ensemble,Mireille Northway,Ironic Percussion Ensemble
3402,0.8,0.165,139.979,0.0312,1.8e-05,0.865,4,0.621,2,125294,0.3764003339,0.496,1,audio_features,5GFGDAV7I2C1eZ6FxEAGOX,Nervous,Zombie Show,Kris Grasser,Zombie Show
3403,0.103,0.111,170.711,0.0715,0.783,0.905,4,0.276,10,102300,0.077401611,0.0659,0,audio_features,7Fm97ukrVoOZdMcvNG1UOC,Nervous,Aerials,Larissa Rosenberry,Aerials
3404,0.00506,0.125,135.168,0.0427,0.974,0.859,4,0.151,11,126000,0.1045682885,0.029,0,audio_features,2lLk3LVXK3ywNp62mRUP8B,Nervous,Bad Memories,Winner,Bad Memories
3405,0.143,0.118,146.707,0.034,0.989,0.997,3,0.135,0,119500,0.06082050194,0.105,0,audio_features,7pr4hHJzpFYT885ORdXDMz,Nervous,Meet The New Number One,Demetrius Myers,Meet The New Number One
3406,0.702,0.108,158.094,0.0389,0.0698,0.96,4,0.608,9,104500,0.4097792847,0.957,1,audio_features,6TgF2PGZm8qvuUvN11i6gi,Nervous,Guilt,Hillary Johnston,Guilt
3407,0.709,0.0613,64.95,0.0606,0.204,0.86,4,0.699,5,147840,0.2965172748,0.524,0,audio_features,3jmwVSPBnO1fRBX3CM4L6y,Nervous,Abundant Life,Tawana Archambeault,Abundant Life
